occurrence_no,name,diet,type,length_m,max_ma,min_ma,region,lng,lat,class,family,slug,id,diet_clean,diet_code,type_group,survival_span_ma,era_mid_ma,has_coords,has_length,match_pool,region_clean,hemisphere_ns,hemisphere_ew,attack_base,defense_base,mobility_base,data_quality_score,image_key,image_mode,image_url,image_credit,image_license,length_norm
557978,Camarasaurus,herbivorous,sauropod,23.0,157.3,152.1,Wyoming,-105.963402,41.9077,Saurischia,,camarasaurus,camarasaurus-557978,herbivorous,0.2,sauropod,5.200000000000017,154.7,True,True,True,Wyoming,N,W,0.35,0.8,0.25,3,camarasaurus,silhouette,,,,0.6526772793053547
557979,Apatosaurus,herbivorous,sauropod,21.0,157.3,152.1,Wyoming,-105.963402,41.9077,Saurischia,Diplodocidae,apatosaurus,apatosaurus-557979,herbivorous,0.2,sauropod,5.200000000000017,154.7,True,True,True,Wyoming,N,W,0.35,0.8,0.25,4,apatosaurus,silhouette,,,,0.5947901591895803
557980,Diplodocus,herbivorous,sauropod,26.0,157.3,152.1,Wyoming,-105.963402,41.9077,Saurischia,Diplodocidae,diplodocus,diplodocus-557980,herbivorous,0.2,sauropod,5.200000000000017,154.7,True,True,True,Wyoming,N,W,0.35,0.8,0.25,4,diplodocus,silhouette,,,,0.739507959479016
557981,Diplodocus,herbivorous,sauropod,26.0,157.3,145.0,South Dakota,-103.344597,44.184399,Saurischia,Diplodocidae,diplodocus,diplodocus-557981,herbivorous,0.2,sauropod,12.300000000000011,151.15,True,True,True,South Dakota,N,W,0.35,0.8,0.25,4,diplodocus,silhouette,,,,0.739507959479016
557982,Barosaurus,herbivorous,sauropod,24.0,157.3,145.0,South Dakota,-103.377998,44.23307,Saurischia,Diplodocidae,barosaurus,barosaurus-557982,herbivorous,0.2,sauropod,12.300000000000011,151.15,True,True,True,South Dakota,N,W,0.35,0.8,0.25,4,barosaurus,silhouette,,,,0.6816208393632418
557984,Allosaurus,carnivorous,large theropod,12.0,157.3,145.0,South Dakota,-103.377998,44.23307,Saurischia,Allosauridae,allosaurus,allosaurus-557984,carnivorous,1.0,theropod,12.300000000000011,151.15,True,True,True,South Dakota,N,W,1.0,0.55,0.9,4,allosaurus,silhouette,,,,0.33429811866859627
557989,Allosaurus,carnivorous,large theropod,12.0,157.3,145.0,New Mexico,-107.58699,34.898651,Saurischia,Allosauridae,allosaurus,allosaurus-557989,carnivorous,1.0,theropod,12.300000000000011,151.15,True,True,True,New Mexico,N,W,1.0,0.55,0.9,4,allosaurus,silhouette,,,,0.33429811866859627
558003,Allosaurus,carnivorous,large theropod,12.0,157.3,152.1,Utah,-109.1651,40.504601,Saurischia,Allosauridae,allosaurus,allosaurus-558003,carnivorous,1.0,theropod,5.200000000000017,154.7,True,True,True,Utah,N,W,1.0,0.55,0.9,4,allosaurus,silhouette,,,,0.33429811866859627
558004,Camarasaurus,herbivorous,sauropod,23.0,157.3,152.1,Utah,-109.1651,40.504601,Saurischia,,camarasaurus,camarasaurus-558004,herbivorous,0.2,sauropod,5.200000000000017,154.7,True,True,True,Utah,N,W,0.35,0.8,0.25,3,camarasaurus,silhouette,,,,0.6526772793053547
558044,Dryptosaurus,carnivorous,large theropod,6.4,72.1,66.0,New Jersey,-74.222504,40.313057,Saurischia,,dryptosaurus,dryptosaurus-558044,carnivorous,1.0,theropod,6.099999999999994,69.05,True,True,True,New Jersey,N,W,1.0,0.55,0.9,3,dryptosaurus,silhouette,,,,0.1722141823444284
558166,Ornithomimus,omnivorous,large theropod,4.0,83.5,70.6,North Carolina,-78.497307,34.571682,Saurischia,Ornithomimidae,ornithomimus,ornithomimus-558166,omnivorous,0.6,theropod,12.900000000000006,77.05,True,True,True,North Carolina,N,W,0.65,0.55,0.9,4,ornithomimus,silhouette,,,,0.10274963820549927
558388,Camelotia,,,,208.5,201.3,England,-2.629478,51.60265,Saurischia,,camelotia,camelotia-558388,unknown,0.4,unknown,7.199999999999989,204.9,True,False,False,England,N,W,0.5,0.5,0.5,1,camelotia,silhouette,,,,
558437,Thecodontosaurus,omnivorous,sauropod,2.5,208.5,201.3,England,-2.489664,51.598282,Saurischia,,thecodontosaurus,thecodontosaurus-558437,omnivorous,0.6,sauropod,7.199999999999989,204.9,True,True,True,England,N,W,0.65,0.8,0.25,3,thecodontosaurus,silhouette,,,,0.059334298118668596
558442,Cetiosaurus,herbivorous,sauropod,18.0,167.7,164.7,England,-1.26667,51.866669,Saurischia,,cetiosaurus,cetiosaurus-558442,herbivorous,0.2,sauropod,3.0,166.2,True,True,True,England,N,W,0.35,0.8,0.25,3,cetiosaurus,silhouette,,,,0.507959479015919
558453,Titanosaurus,,,,130.0,125.45,England,0.35,51.133331,Saurischia,,titanosaurus,titanosaurus-558453,unknown,0.4,unknown,4.549999999999997,127.725,True,False,False,England,N,E,0.5,0.5,0.5,1,titanosaurus,silhouette,,,,
559094,Coelophysis,carnivorous,small theropod,2.0,228.0,201.3,New Mexico,-106.473099,36.331699,Saurischia,,coelophysis,coelophysis-559094,carnivorous,1.0,theropod,26.69999999999999,214.65,True,True,True,New Mexico,N,W,1.0,0.55,0.9,3,coelophysis,silhouette,,,,0.044862518089725044
559626,Gallimimus,omnivorous,large theropod,6.0,93.5,89.3,Navoi,62.655315,42.117294,Saurischia,Ornithomimidae,gallimimus,gallimimus-559626,omnivorous,0.6,theropod,4.200000000000003,91.4,True,True,True,Navoi,N,E,0.65,0.55,0.9,4,gallimimus,silhouette,,,,0.16063675832127353
559629,Alectrosaurus,carnivorous,large theropod,5.0,93.5,89.3,Navoi,62.655315,42.117294,Saurischia,,alectrosaurus,alectrosaurus-559629,carnivorous,1.0,theropod,4.200000000000003,91.4,True,True,True,Navoi,N,E,1.0,0.55,0.9,3,alectrosaurus,silhouette,,,,0.1316931982633864
559631,Alectrosaurus,carnivorous,large theropod,5.0,93.5,89.3,Navoi,62.655315,42.117294,Saurischia,,alectrosaurus,alectrosaurus-559631,carnivorous,1.0,theropod,4.200000000000003,91.4,True,True,True,Navoi,N,E,1.0,0.55,0.9,3,alectrosaurus,silhouette,,,,0.1316931982633864
559634,Alectrosaurus,carnivorous,large theropod,5.0,93.5,89.3,Navoi,62.655315,42.117294,Saurischia,,alectrosaurus,alectrosaurus-559634,carnivorous,1.0,theropod,4.200000000000003,91.4,True,True,True,Navoi,N,E,1.0,0.55,0.9,3,alectrosaurus,silhouette,,,,0.1316931982633864
559646,Alectrosaurus,carnivorous,large theropod,5.0,93.5,89.3,Navoi,72.599998,40.700001,Saurischia,,alectrosaurus,alectrosaurus-559646,carnivorous,1.0,theropod,4.200000000000003,91.4,True,True,True,Navoi,N,E,1.0,0.55,0.9,3,alectrosaurus,silhouette,,,,0.1316931982633864
559647,Alectrosaurus,carnivorous,large theropod,5.0,93.5,89.3,Navoi,62.655315,42.117294,Saurischia,,alectrosaurus,alectrosaurus-559647,carnivorous,1.0,theropod,4.200000000000003,91.4,True,True,True,Navoi,N,E,1.0,0.55,0.9,3,alectrosaurus,silhouette,,,,0.1316931982633864
559663,Archaeornithomimus,carnivorous,small theropod,3.5,89.8,86.3,Navoi,62.655315,42.117294,Saurischia,Ornithomimidae,archaeornithomimus,archaeornithomimus-559663,carnivorous,1.0,theropod,3.5,88.05,True,True,True,Navoi,N,E,1.0,0.55,0.9,4,archaeornithomimus,silhouette,,,,0.08827785817655572
559670,Alectrosaurus,carnivorous,large theropod,5.0,89.8,86.3,Navoi,62.655315,42.117294,Saurischia,,alectrosaurus,alectrosaurus-559670,carnivorous,1.0,theropod,3.5,88.05,True,True,True,Navoi,N,E,1.0,0.55,0.9,3,alectrosaurus,silhouette,,,,0.1316931982633864
559674,Alectrosaurus,carnivorous,large theropod,5.0,89.8,86.3,Navoi,62.655315,42.117294,Saurischia,,alectrosaurus,alectrosaurus-559674,carnivorous,1.0,theropod,3.5,88.05,True,True,True,Navoi,N,E,1.0,0.55,0.9,3,alectrosaurus,silhouette,,,,0.1316931982633864
559694,Alectrosaurus,carnivorous,large theropod,5.0,93.5,89.3,Navoi,62.655315,42.117294,Saurischia,,alectrosaurus,alectrosaurus-559694,carnivorous,1.0,theropod,4.200000000000003,91.4,True,True,True,Navoi,N,E,1.0,0.55,0.9,3,alectrosaurus,silhouette,,,,0.1316931982633864
559719,Alectrosaurus,carnivorous,large theropod,5.0,89.8,86.3,Navoi,62.655315,42.117294,Saurischia,,alectrosaurus,alectrosaurus-559719,carnivorous,1.0,theropod,3.5,88.05,True,True,True,Navoi,N,E,1.0,0.55,0.9,3,alectrosaurus,silhouette,,,,0.1316931982633864
559778,Tastavinsaurus,,,,125.45,122.46,Aragón,0.059722,40.706944,Saurischia,,tastavinsaurus,tastavinsaurus-559778,unknown,0.4,unknown,2.990000000000009,123.955,True,False,False,Aragón,N,E,0.5,0.5,0.5,1,tastavinsaurus,silhouette,,,,
560773,Dryptosaurus,carnivorous,large theropod,6.4,105.3,99.6,Navoi,65.800003,40.099998,Saurischia,,dryptosaurus,dryptosaurus-560773,carnivorous,1.0,theropod,5.700000000000003,102.44999999999999,True,True,True,Navoi,N,E,1.0,0.55,0.9,3,dryptosaurus,silhouette,,,,0.1722141823444284
560789,Chilantaisaurus,,,,86.3,83.6,Zhejiang,119.344398,29.02417,Saurischia,Neovenatoridae,chilantaisaurus,chilantaisaurus-560789,unknown,0.4,unknown,2.700000000000003,84.94999999999999,True,False,False,Zhejiang,N,E,0.5,0.5,0.5,2,chilantaisaurus,silhouette,,,,
560792,Nanshiungosaurus,omnivorous,large theropod,4.4,83.6,66.0,Guangdong,114.863602,23.484699,Saurischia,Therizinosauridae,nanshiungosaurus,nanshiungosaurus-560792,omnivorous,0.6,theropod,17.599999999999994,74.8,True,True,True,Guangdong,N,E,0.65,0.55,0.9,4,nanshiungosaurus,silhouette,,,,0.11432706222865414
560888,Alectrosaurus,carnivorous,large theropod,5.0,100.5,93.9,Navoi,62.603409,42.099003,Saurischia,,alectrosaurus,alectrosaurus-560888,carnivorous,1.0,theropod,6.599999999999994,97.2,True,True,True,Navoi,N,E,1.0,0.55,0.9,3,alectrosaurus,silhouette,,,,0.1316931982633864
560918,Guanlong,carnivorous,small theropod,3.0,163.5,157.3,Xinjiang,88.9217,45.171223,Saurischia,Proceratosauridae,guanlong,guanlong-560918,carnivorous,1.0,theropod,6.199999999999989,160.4,True,True,True,Xinjiang,N,E,1.0,0.55,0.9,4,guanlong,silhouette,,,,0.07380607814761216
560921,Alectrosaurus,carnivorous,large theropod,5.0,99.6,93.5,Karakalpakstan,65.800003,40.099998,Saurischia,,alectrosaurus,alectrosaurus-560921,carnivorous,1.0,theropod,6.099999999999994,96.55,True,True,True,Karakalpakstan,N,E,1.0,0.55,0.9,3,alectrosaurus,silhouette,,,,0.1316931982633864
560962,Camarasaurus,herbivorous,sauropod,23.0,157.3,145.0,Wyoming,-104.240555,44.021111,Saurischia,,camarasaurus,camarasaurus-560962,herbivorous,0.2,sauropod,12.300000000000011,151.15,True,True,True,Wyoming,N,W,0.35,0.8,0.25,3,camarasaurus,silhouette,,,,0.6526772793053547
560964,Camarasaurus,herbivorous,sauropod,23.0,157.3,145.0,Wyoming,-109.207924,44.839115,Saurischia,,camarasaurus,camarasaurus-560964,herbivorous,0.2,sauropod,12.300000000000011,151.15,True,True,True,Wyoming,N,W,0.35,0.8,0.25,3,camarasaurus,silhouette,,,,0.6526772793053547
560965,Allosaurus,carnivorous,large theropod,12.0,157.3,145.0,Wyoming,-106.780556,43.649166,Saurischia,Allosauridae,allosaurus,allosaurus-560965,carnivorous,1.0,theropod,12.300000000000011,151.15,True,True,True,Wyoming,N,W,1.0,0.55,0.9,4,allosaurus,silhouette,,,,0.33429811866859627
560966,Camarasaurus,herbivorous,sauropod,23.0,157.3,145.0,Wyoming,-106.780556,43.649166,Saurischia,,camarasaurus,camarasaurus-560966,herbivorous,0.2,sauropod,12.300000000000011,151.15,True,True,True,Wyoming,N,W,0.35,0.8,0.25,3,camarasaurus,silhouette,,,,0.6526772793053547
560967,Apatosaurus,herbivorous,sauropod,21.0,157.3,145.0,Wyoming,-106.780556,43.649166,Saurischia,Diplodocidae,apatosaurus,apatosaurus-560967,herbivorous,0.2,sauropod,12.300000000000011,151.15,True,True,True,Wyoming,N,W,0.35,0.8,0.25,4,apatosaurus,silhouette,,,,0.5947901591895803
560968,Diplodocus,herbivorous,sauropod,26.0,157.3,145.0,Wyoming,-106.780556,43.649166,Saurischia,Diplodocidae,diplodocus,diplodocus-560968,herbivorous,0.2,sauropod,12.300000000000011,151.15,True,True,True,Wyoming,N,W,0.35,0.8,0.25,4,diplodocus,silhouette,,,,0.739507959479016
560969,Haplocanthosaurus,herbivorous,sauropod,21.5,157.3,145.0,Wyoming,-106.780556,43.649166,Saurischia,,haplocanthosaurus,haplocanthosaurus-560969,herbivorous,0.2,sauropod,12.300000000000011,151.15,True,True,True,Wyoming,N,W,0.35,0.8,0.25,3,haplocanthosaurus,silhouette,,,,0.6092619392185239
560970,Allosaurus,carnivorous,large theropod,12.0,157.3,152.1,Wyoming,-106.866402,44.0933,Saurischia,Allosauridae,allosaurus,allosaurus-560970,carnivorous,1.0,theropod,5.200000000000017,154.7,True,True,True,Wyoming,N,W,1.0,0.55,0.9,4,allosaurus,silhouette,,,,0.33429811866859627
560971,Elaphrosaurus,carnivorous,large theropod,6.2,157.3,152.1,Wyoming,-106.866402,44.0933,Saurischia,,elaphrosaurus,elaphrosaurus-560971,carnivorous,1.0,theropod,5.200000000000017,154.7,True,True,True,Wyoming,N,W,1.0,0.55,0.9,3,elaphrosaurus,silhouette,,,,0.16642547033285096
560972,Camarasaurus,herbivorous,sauropod,23.0,157.3,152.1,Wyoming,-106.866402,44.0933,Saurischia,,camarasaurus,camarasaurus-560972,herbivorous,0.2,sauropod,5.200000000000017,154.7,True,True,True,Wyoming,N,W,0.35,0.8,0.25,3,camarasaurus,silhouette,,,,0.6526772793053547
560973,Apatosaurus,herbivorous,sauropod,21.0,157.3,152.1,Wyoming,-106.866402,44.0933,Saurischia,Diplodocidae,apatosaurus,apatosaurus-560973,herbivorous,0.2,sauropod,5.200000000000017,154.7,True,True,True,Wyoming,N,W,0.35,0.8,0.25,4,apatosaurus,silhouette,,,,0.5947901591895803
560974,Diplodocus,herbivorous,sauropod,26.0,157.3,152.1,Wyoming,-106.866402,44.0933,Saurischia,Diplodocidae,diplodocus,diplodocus-560974,herbivorous,0.2,sauropod,5.200000000000017,154.7,True,True,True,Wyoming,N,W,0.35,0.8,0.25,4,diplodocus,silhouette,,,,0.739507959479016
560975,Haplocanthosaurus,herbivorous,sauropod,21.5,157.3,152.1,Wyoming,-106.866402,44.0933,Saurischia,,haplocanthosaurus,haplocanthosaurus-560975,herbivorous,0.2,sauropod,5.200000000000017,154.7,True,True,True,Wyoming,N,W,0.35,0.8,0.25,3,haplocanthosaurus,silhouette,,,,0.6092619392185239
560978,Camarasaurus,herbivorous,sauropod,23.0,157.3,145.0,Wyoming,-104.613014,44.677483,Saurischia,,camarasaurus,camarasaurus-560978,herbivorous,0.2,sauropod,12.300000000000011,151.15,True,True,True,Wyoming,N,W,0.35,0.8,0.25,3,camarasaurus,silhouette,,,,0.6526772793053547
560979,Apatosaurus,herbivorous,sauropod,21.0,157.3,145.0,Wyoming,-106.3153,42.181629,Saurischia,Diplodocidae,apatosaurus,apatosaurus-560979,herbivorous,0.2,sauropod,12.300000000000011,151.15,True,True,True,Wyoming,N,W,0.35,0.8,0.25,4,apatosaurus,silhouette,,,,0.5947901591895803
560980,Diplodocus,herbivorous,sauropod,26.0,157.3,145.0,Wyoming,-106.3153,42.181629,Saurischia,Diplodocidae,diplodocus,diplodocus-560980,herbivorous,0.2,sauropod,12.300000000000011,151.15,True,True,True,Wyoming,N,W,0.35,0.8,0.25,4,diplodocus,silhouette,,,,0.739507959479016
560981,Apatosaurus,herbivorous,sauropod,21.0,157.3,145.0,Utah,-110.813889,38.25222,Saurischia,Diplodocidae,apatosaurus,apatosaurus-560981,herbivorous,0.2,sauropod,12.300000000000011,151.15,True,True,True,Utah,N,W,0.35,0.8,0.25,4,apatosaurus,silhouette,,,,0.5947901591895803
560983,Allosaurus,carnivorous,large theropod,12.0,157.3,145.0,Utah,-109.741203,38.710346,Saurischia,Allosauridae,allosaurus,allosaurus-560983,carnivorous,1.0,theropod,12.300000000000011,151.15,True,True,True,Utah,N,W,1.0,0.55,0.9,4,allosaurus,silhouette,,,,0.33429811866859627
560984,Camarasaurus,herbivorous,sauropod,23.0,157.3,145.0,Utah,-109.741203,38.710346,Saurischia,,camarasaurus,camarasaurus-560984,herbivorous,0.2,sauropod,12.300000000000011,151.15,True,True,True,Utah,N,W,0.35,0.8,0.25,3,camarasaurus,silhouette,,,,0.6526772793053547
560987,Camarasaurus,herbivorous,sauropod,23.0,157.3,145.0,Utah,-109.935837,38.924442,Saurischia,,camarasaurus,camarasaurus-560987,herbivorous,0.2,sauropod,12.300000000000011,151.15,True,True,True,Utah,N,W,0.35,0.8,0.25,3,camarasaurus,silhouette,,,,0.6526772793053547
560988,Diplodocus,herbivorous,sauropod,26.0,157.3,145.0,Utah,-109.320557,38.970001,Saurischia,Diplodocidae,diplodocus,diplodocus-560988,herbivorous,0.2,sauropod,12.300000000000011,151.15,True,True,True,Utah,N,W,0.35,0.8,0.25,4,diplodocus,silhouette,,,,0.739507959479016
560989,Spinosaurus,carnivorous,large theropod,18.0,99.6,93.5,Er Rachidia,-5.2,30.033333,Saurischia,Spinosauridae,spinosaurus,spinosaurus-560989,carnivorous,1.0,theropod,6.099999999999994,96.55,True,True,True,Er Rachidia,N,W,1.0,0.55,0.9,4,spinosaurus,silhouette,,,,0.507959479015919
560990,Hagryphus,omnivorous,small theropod,3.0,83.5,70.6,Utah,-111.862358,37.647072,Saurischia,Caenagnathidae,hagryphus,hagryphus-560990,omnivorous,0.6,theropod,12.900000000000006,77.05,True,True,True,Utah,N,W,0.65,0.55,0.9,4,hagryphus,silhouette,,,,0.07380607814761216
561620,Allosaurus,carnivorous,large theropod,12.0,157.3,145.0,Utah,-111.1502,38.8396,Saurischia,Allosauridae,allosaurus,allosaurus-561620,carnivorous,1.0,theropod,12.300000000000011,151.15,True,True,True,Utah,N,W,1.0,0.55,0.9,4,allosaurus,silhouette,,,,0.33429811866859627
561626,Allosaurus,carnivorous,large theropod,12.0,157.3,145.0,Colorado,-105.231598,38.547501,Saurischia,Allosauridae,allosaurus,allosaurus-561626,carnivorous,1.0,theropod,12.300000000000011,151.15,True,True,True,Colorado,N,W,1.0,0.55,0.9,4,allosaurus,silhouette,,,,0.33429811866859627
561802,Riojasaurus,herbivorous,sauropod,5.15,228.0,208.5,La Rioja,-68.112999,-30.0,Saurischia,Riojasauridae,riojasaurus,riojasaurus-561802,herbivorous,0.2,sauropod,19.5,218.25,True,True,True,La Rioja,S,W,0.35,0.8,0.25,4,riojasaurus,silhouette,,,,0.13603473227206947
561803,Ligabueino,,,,129.4,122.46,Neuquén,-70.066704,-39.508701,Saurischia,Noasauridae,ligabueino,ligabueino-561803,unknown,0.4,unknown,6.940000000000012,125.93,True,False,False,Neuquén,S,W,0.5,0.5,0.5,2,ligabueino,silhouette,,,,
561805,Rayososaurus,,,,99.6,93.5,Neuquén,-69.915833,-38.352779,Saurischia,Rebbachisauridae,rayososaurus,rayososaurus-561805,unknown,0.4,unknown,6.099999999999994,96.55,True,False,False,Neuquén,S,W,0.5,0.5,0.5,2,rayososaurus,silhouette,,,,
561808,Aeolosaurus,,,,83.6,66.0,Río Negro,-68.733299,-41.25,Saurischia,,aeolosaurus,aeolosaurus-561808,unknown,0.4,unknown,17.599999999999994,74.8,True,False,False,Río Negro,S,W,0.5,0.5,0.5,1,aeolosaurus,silhouette,,,,
561838,Rugops,carnivorous,large theropod,7.0,100.5,93.9,Agadez,5.616667,17.933332,Saurischia,Abelisauridae,rugops,rugops-561838,carnivorous,1.0,theropod,6.599999999999994,97.2,True,True,True,Agadez,N,E,1.0,0.55,0.9,4,rugops,silhouette,,,,0.18958031837916064
561841,Carcharodontosaurus,carnivorous,large theropod,15.0,100.5,93.9,Agadez,5.616667,17.933332,Saurischia,Carcharodontosauridae,carcharodontosaurus,carcharodontosaurus-561841,carnivorous,1.0,theropod,6.599999999999994,97.2,True,True,True,Agadez,N,E,1.0,0.55,0.9,4,carcharodontosaurus,silhouette,,,,0.4211287988422577
561842,Spinosaurus,carnivorous,large theropod,18.0,100.5,93.9,Agadez,5.616667,17.933332,Saurischia,Spinosauridae,spinosaurus,spinosaurus-561842,carnivorous,1.0,theropod,6.599999999999994,97.2,True,True,True,Agadez,N,E,1.0,0.55,0.9,4,spinosaurus,silhouette,,,,0.507959479015919
561951,Alectrosaurus,carnivorous,large theropod,5.0,93.5,89.3,Qyzylorda,64.151436,46.222538,Saurischia,,alectrosaurus,alectrosaurus-561951,carnivorous,1.0,theropod,4.200000000000003,91.4,True,True,True,Qyzylorda,N,E,1.0,0.55,0.9,3,alectrosaurus,silhouette,,,,0.1316931982633864
562667,Alectrosaurus,carnivorous,large theropod,5.0,85.8,83.5,,69.702499,40.492802,Saurischia,,alectrosaurus,alectrosaurus-562667,carnivorous,1.0,theropod,2.299999999999997,84.65,True,True,True,Unknown,N,E,1.0,0.55,0.9,3,alectrosaurus,silhouette,,,,0.1316931982633864
562836,Protoavis,,,,228.0,208.5,Texas,-101.315002,33.521389,Saurischia,,protoavis,protoavis-562836,unknown,0.4,unknown,19.5,218.25,True,False,False,Texas,N,W,0.5,0.5,0.5,1,protoavis,silhouette,,,,
562948,Troodon,carnivorous,small theropod,2.0,83.6,72.1,Alberta,-111.397003,50.7206,Saurischia,Troodontidae,troodon,troodon-562948,carnivorous,1.0,theropod,11.5,77.85,True,True,True,Alberta,N,W,1.0,0.55,0.9,4,troodon,silhouette,,,,0.044862518089725044
562984,Camarasaurus,herbivorous,sauropod,23.0,157.3,145.0,Colorado,-108.728889,39.058613,Saurischia,,camarasaurus,camarasaurus-562984,herbivorous,0.2,sauropod,12.300000000000011,151.15,True,True,True,Colorado,N,W,0.35,0.8,0.25,3,camarasaurus,silhouette,,,,0.6526772793053547
562993,Allosaurus,carnivorous,large theropod,12.0,150.8,145.0,Wyoming,-106.145699,41.98,Saurischia,Allosauridae,allosaurus,allosaurus-562993,carnivorous,1.0,theropod,5.800000000000011,147.9,True,True,True,Wyoming,N,W,1.0,0.55,0.9,4,allosaurus,silhouette,,,,0.33429811866859627
562994,Camarasaurus,herbivorous,sauropod,23.0,150.8,145.0,Wyoming,-106.145699,41.98,Saurischia,,camarasaurus,camarasaurus-562994,herbivorous,0.2,sauropod,5.800000000000011,147.9,True,True,True,Wyoming,N,W,0.35,0.8,0.25,3,camarasaurus,silhouette,,,,0.6526772793053547
562995,Diplodocus,herbivorous,sauropod,26.0,150.8,145.0,Wyoming,-106.145699,41.98,Saurischia,Diplodocidae,diplodocus,diplodocus-562995,herbivorous,0.2,sauropod,5.800000000000011,147.9,True,True,True,Wyoming,N,W,0.35,0.8,0.25,4,diplodocus,silhouette,,,,0.739507959479016
564427,Gorgosaurus,carnivorous,large theropod,8.6,83.5,70.6,Alberta,-111.620216,50.806854,Saurischia,Tyrannosauridae,gorgosaurus,gorgosaurus-564427,carnivorous,1.0,theropod,12.900000000000006,77.05,True,True,True,Alberta,N,W,1.0,0.55,0.9,4,gorgosaurus,silhouette,,,,0.23589001447178007
564440,Breviparopus,,,,167.7,164.7,Boulemane,-4.330833,33.453892,Saurischia,Parabrontopodidae,breviparopus,breviparopus-564440,unknown,0.4,unknown,3.0,166.2,True,False,False,Boulemane,N,W,0.5,0.5,0.5,2,breviparopus,silhouette,,,,
564549,Gorgosaurus,carnivorous,large theropod,8.6,83.5,70.6,Alberta,-111.612221,50.803993,Saurischia,Tyrannosauridae,gorgosaurus,gorgosaurus-564549,carnivorous,1.0,theropod,12.900000000000006,77.05,True,True,True,Alberta,N,W,1.0,0.55,0.9,4,gorgosaurus,silhouette,,,,0.23589001447178007
564597,Mamenchisaurus,herbivorous,sauropod,22.0,163.5,157.3,Sichuan,104.770279,29.409721,Saurischia,Mamenchisauridae,mamenchisaurus,mamenchisaurus-564597,herbivorous,0.2,sauropod,6.199999999999989,160.4,True,True,True,Sichuan,N,E,0.35,0.8,0.25,4,mamenchisaurus,silhouette,,,,0.6237337192474675
